from_asset,partition,rep_period,specification,to_asset,year
CZ_E_Balance,2,1,uniform,DE_E_Balance,2050
PL_E_Balance,2,1,uniform,DK_E_Balance,2050
PL_E_Balance,2,1,uniform,CZ_E_Balance,2050
PL_E_Balance,2,1,uniform,DE_E_Balance,2050
SE_E_Balance,2,1,uniform,DK_E_Balance,2050
SE_E_Balance,2,1,uniform,PL_E_Balance,2050
SE_E_Balance,2,1,uniform,DE_E_Balance,2050
NO_E_Balance,2,1,uniform,DK_E_Balance,2050
NO_E_Balance,2,1,uniform,NL_E_Balance,2050
NO_E_Balance,2,1,uniform,DE_E_Balance,2050
NO_E_Balance,2,1,uniform,SE_E_Balance,2050
NO_E_Balance,2,1,uniform,UK_E_Balance,2050
ES_E_Balance,2,1,uniform,FR_E_Balance,2050
PT_E_Balance,2,1,uniform,ES_E_Balance,2050
IT_E_Balance,2,1,uniform,FR_E_Balance,2050
IT_E_Balance,2,1,uniform,CH_E_Balance,2050
IT_E_Balance,2,1,uniform,AT_E_Balance,2050
MT_E_Balance,2,1,uniform,IT_E_Balance,2050
SI_E_Balance,2,1,uniform,AT_E_Balance,2050
SI_E_Balance,2,1,uniform,IT_E_Balance,2050
HU_E_Balance,2,1,uniform,AT_E_Balance,2050
HU_E_Balance,2,1,uniform,SI_E_Balance,2050
SK_E_Balance,2,1,uniform,CZ_E_Balance,2050
SK_E_Balance,2,1,uniform,HU_E_Balance,2050
SK_E_Balance,2,1,uniform,PL_E_Balance,2050
LT_E_Balance,2,1,uniform,SE_E_Balance,2050
LT_E_Balance,2,1,uniform,PL_E_Balance,2050
LV_E_Balance,2,1,uniform,LT_E_Balance,2050
EE_E_Balance,2,1,uniform,LV_E_Balance,2050
FI_E_Balance,2,1,uniform,EE_E_Balance,2050
FI_E_Balance,2,1,uniform,SE_E_Balance,2050
HR_E_Balance,2,1,uniform,HU_E_Balance,2050
HR_E_Balance,2,1,uniform,SI_E_Balance,2050
GR_E_Balance,2,1,uniform,IT_E_Balance,2050
BG_E_Balance,2,1,uniform,GR_E_Balance,2050
RO_E_Balance,2,1,uniform,BG_E_Balance,2050
RO_E_Balance,2,1,uniform,HU_E_Balance,2050
CY_E_Balance,2,1,uniform,GR_E_Balance,2050
OBZLL_E_Balance,2,1,uniform,NL_E_Balance,2050
OBZLL_E_Balance,2,1,uniform,UK_E_Balance,2050
NL_E_Balance,2,2,uniform,NL_E_Demand,2050
NL_E_ENS,2,2,uniform,NL_E_Demand,2050
NL_Wind_Onshore,2,2,uniform,NL_E_Balance,2050
NL_Wind_Offshore,2,2,uniform,NL_E_Balance,2050
NL_Solar,2,2,uniform,NL_E_Balance,2050
NL_E_Balance,2,2,uniform,NL_Battery,2050
NL_Battery,2,2,uniform,NL_E_Balance,2050
NL_Gas,2,2,uniform,NL_E_Balance,2050
NL_OCGT,2,2,uniform,NL_E_Balance,2050
BE_E_Balance,2,2,uniform,BE_E_Demand,2050
BE_E_ENS,2,2,uniform,BE_E_Demand,2050
BE_Wind_Onshore,2,2,uniform,BE_E_Balance,2050
BE_Wind_Offshore,2,2,uniform,BE_E_Balance,2050
BE_Solar,2,2,uniform,BE_E_Balance,2050
BE_Hydro,2,2,uniform,BE_E_Balance,2050
BE_E_Balance,2,2,uniform,BE_Battery,2050
BE_Battery,2,2,uniform,BE_E_Balance,2050
BE_Gas,2,2,uniform,BE_E_Balance,2050
BE_OCGT,2,2,uniform,BE_E_Balance,2050
DE_E_Balance,2,2,uniform,DE_E_Demand,2050
DE_E_ENS,2,2,uniform,DE_E_Demand,2050
DE_Wind_Onshore,2,2,uniform,DE_E_Balance,2050
DE_Wind_Offshore,2,2,uniform,DE_E_Balance,2050
DE_Solar,2,2,uniform,DE_E_Balance,2050
DE_Hydro,2,2,uniform,DE_E_Balance,2050
DE_Hydro_Reservoir,2,2,uniform,DE_E_Balance,2050
DE_E_Balance,2,2,uniform,DE_Battery,2050
DE_Battery,2,2,uniform,DE_E_Balance,2050
DE_E_Balance,2,2,uniform,DE_Pump_Hydro_Closed,2050
DE_Pump_Hydro_Closed,2,2,uniform,DE_E_Balance,2050
DE_E_Balance,2,2,uniform,DE_Pump_Hydro_Open,2050
DE_Pump_Hydro_Open,2,2,uniform,DE_E_Balance,2050
DE_Coal,2,2,uniform,DE_E_Balance,2050
DE_Gas,2,2,uniform,DE_E_Balance,2050
DE_OCGT,2,2,uniform,DE_E_Balance,2050
FR_E_Balance,2,2,uniform,FR_E_Demand,2050
FR_E_ENS,2,2,uniform,FR_E_Demand,2050
FR_Wind_Onshore,2,2,uniform,FR_E_Balance,2050
FR_Wind_Offshore,2,2,uniform,FR_E_Balance,2050
FR_Solar,2,2,uniform,FR_E_Balance,2050
FR_Hydro,2,2,uniform,FR_E_Balance,2050
FR_Hydro_Reservoir,2,2,uniform,FR_E_Balance,2050
FR_Nuclear,2,2,uniform,FR_E_Balance,2050
FR_E_Balance,2,2,uniform,FR_Pump_Hydro_Closed,2050
FR_Pump_Hydro_Closed,2,2,uniform,FR_E_Balance,2050
FR_E_Balance,2,2,uniform,FR_Pump_Hydro_Open,2050
FR_Pump_Hydro_Open,2,2,uniform,FR_E_Balance,2050
FR_Gas,2,2,uniform,FR_E_Balance,2050
FR_OCGT,2,2,uniform,FR_E_Balance,2050
DK_E_Balance,2,2,uniform,DK_E_Demand,2050
DK_E_ENS,2,2,uniform,DK_E_Demand,2050
DK_Wind_Onshore,2,2,uniform,DK_E_Balance,2050
DK_Wind_Offshore,2,2,uniform,DK_E_Balance,2050
DK_Solar,2,2,uniform,DK_E_Balance,2050
DK_Gas,2,2,uniform,DK_E_Balance,2050
DK_OCGT,2,2,uniform,DK_E_Balance,2050
UK_E_Balance,2,2,uniform,UK_E_Demand,2050
UK_E_ENS,2,2,uniform,UK_E_Demand,2050
UK_Wind_Onshore,2,2,uniform,UK_E_Balance,2050
UK_Wind_Offshore,2,2,uniform,UK_E_Balance,2050
UK_Solar,2,2,uniform,UK_E_Balance,2050
UK_Hydro,2,2,uniform,UK_E_Balance,2050
UK_Nuclear,2,2,uniform,UK_E_Balance,2050
UK_E_Balance,2,2,uniform,UK_Battery,2050
UK_Battery,2,2,uniform,UK_E_Balance,2050
UK_E_Balance,2,2,uniform,UK_Pump_Hydro_Closed,2050
UK_Pump_Hydro_Closed,2,2,uniform,UK_E_Balance,2050
UK_Gas,2,2,uniform,UK_E_Balance,2050
UK_OCGT,2,2,uniform,UK_E_Balance,2050
IE_E_Balance,2,2,uniform,IE_E_Demand,2050
IE_E_ENS,2,2,uniform,IE_E_Demand,2050
IE_Wind_Onshore,2,2,uniform,IE_E_Balance,2050
IE_Wind_Offshore,2,2,uniform,IE_E_Balance,2050
IE_Solar,2,2,uniform,IE_E_Balance,2050
IE_Hydro,2,2,uniform,IE_E_Balance,2050
IE_E_Balance,2,2,uniform,IE_Battery,2050
IE_Battery,2,2,uniform,IE_E_Balance,2050
IE_E_Balance,2,2,uniform,IE_Pump_Hydro_Closed,2050
IE_Pump_Hydro_Closed,2,2,uniform,IE_E_Balance,2050
IE_Gas,2,2,uniform,IE_E_Balance,2050
IE_OCGT,2,2,uniform,IE_E_Balance,2050
CH_E_Balance,2,2,uniform,CH_E_Demand,2050
CH_E_ENS,2,2,uniform,CH_E_Demand,2050
CH_Wind_Onshore,2,2,uniform,CH_E_Balance,2050
CH_Solar,2,2,uniform,CH_E_Balance,2050
CH_Hydro,2,2,uniform,CH_E_Balance,2050
CH_Nuclear,2,2,uniform,CH_E_Balance,2050
CH_E_Balance,2,2,uniform,CH_Battery,2050
CH_Battery,2,2,uniform,CH_E_Balance,2050
CH_E_Balance,2,2,uniform,CH_Pump_Hydro_Closed,2050
CH_Pump_Hydro_Closed,2,2,uniform,CH_E_Balance,2050
CH_E_Balance,2,2,uniform,CH_Pump_Hydro_Open,2050
CH_Pump_Hydro_Open,2,2,uniform,CH_E_Balance,2050
AT_E_Balance,2,2,uniform,AT_E_Demand,2050
AT_E_ENS,2,2,uniform,AT_E_Demand,2050
AT_Wind_Onshore,2,2,uniform,AT_E_Balance,2050
AT_Solar,2,2,uniform,AT_E_Balance,2050
AT_Hydro,2,2,uniform,AT_E_Balance,2050
AT_Hydro_Reservoir,2,2,uniform,AT_E_Balance,2050
AT_E_Balance,2,2,uniform,AT_Battery,2050
AT_Battery,2,2,uniform,AT_E_Balance,2050
AT_E_Balance,2,2,uniform,AT_Pump_Hydro_Closed,2050
AT_Pump_Hydro_Closed,2,2,uniform,AT_E_Balance,2050
AT_E_Balance,2,2,uniform,AT_Pump_Hydro_Open,2050
AT_Pump_Hydro_Open,2,2,uniform,AT_E_Balance,2050
AT_Gas,2,2,uniform,AT_E_Balance,2050
LU_E_Balance,2,2,uniform,LU_E_Demand,2050
LU_E_ENS,2,2,uniform,LU_E_Demand,2050
LU_Wind_Onshore,2,2,uniform,LU_E_Balance,2050
LU_Solar,2,2,uniform,LU_E_Balance,2050
LU_Hydro,2,2,uniform,LU_E_Balance,2050
LU_E_Balance,2,2,uniform,LU_Pump_Hydro_Closed,2050
LU_Pump_Hydro_Closed,2,2,uniform,LU_E_Balance,2050
CZ_E_Balance,2,2,uniform,CZ_E_Demand,2050
CZ_E_ENS,2,2,uniform,CZ_E_Demand,2050
CZ_Wind_Onshore,2,2,uniform,CZ_E_Balance,2050
CZ_Solar,2,2,uniform,CZ_E_Balance,2050
CZ_Hydro,2,2,uniform,CZ_E_Balance,2050
CZ_Hydro_Reservoir,2,2,uniform,CZ_E_Balance,2050
CZ_Nuclear,2,2,uniform,CZ_E_Balance,2050
CZ_E_Balance,2,2,uniform,CZ_Battery,2050
CZ_Battery,2,2,uniform,CZ_E_Balance,2050
CZ_E_Balance,2,2,uniform,CZ_Pump_Hydro_Closed,2050
CZ_Pump_Hydro_Closed,2,2,uniform,CZ_E_Balance,2050
CZ_E_Balance,2,2,uniform,CZ_Pump_Hydro_Open,2050
CZ_Pump_Hydro_Open,2,2,uniform,CZ_E_Balance,2050
CZ_Coal,2,2,uniform,CZ_E_Balance,2050
CZ_Gas,2,2,uniform,CZ_E_Balance,2050
PL_E_Balance,2,2,uniform,PL_E_Demand,2050
PL_E_ENS,2,2,uniform,PL_E_Demand,2050
PL_Wind_Onshore,2,2,uniform,PL_E_Balance,2050
PL_Wind_Offshore,2,2,uniform,PL_E_Balance,2050
PL_Solar,2,2,uniform,PL_E_Balance,2050
PL_Hydro,2,2,uniform,PL_E_Balance,2050
PL_Hydro_Reservoir,2,2,uniform,PL_E_Balance,2050
PL_E_Balance,2,2,uniform,PL_Pump_Hydro_Closed,2050
PL_Pump_Hydro_Closed,2,2,uniform,PL_E_Balance,2050
PL_E_Balance,2,2,uniform,PL_Pump_Hydro_Open,2050
PL_Pump_Hydro_Open,2,2,uniform,PL_E_Balance,2050
PL_Coal,2,2,uniform,PL_E_Balance,2050
PL_Gas,2,2,uniform,PL_E_Balance,2050
SE_E_Balance,2,2,uniform,SE_E_Demand,2050
SE_E_ENS,2,2,uniform,SE_E_Demand,2050
SE_Wind_Onshore,2,2,uniform,SE_E_Balance,2050
SE_Wind_Offshore,2,2,uniform,SE_E_Balance,2050
SE_Solar,2,2,uniform,SE_E_Balance,2050
SE_Hydro_Reservoir,2,2,uniform,SE_E_Balance,2050
SE_Nuclear,2,2,uniform,SE_E_Balance,2050
SE_E_Balance,2,2,uniform,SE_Battery,2050
SE_Battery,2,2,uniform,SE_E_Balance,2050
SE_Gas,2,2,uniform,SE_E_Balance,2050
SE_OCGT,2,2,uniform,SE_E_Balance,2050
NO_E_Balance,2,2,uniform,NO_E_Demand,2050
NO_E_ENS,2,2,uniform,NO_E_Demand,2050
NO_Wind_Onshore,2,2,uniform,NO_E_Balance,2050
NO_Wind_Offshore,2,2,uniform,NO_E_Balance,2050
NO_Solar,2,2,uniform,NO_E_Balance,2050
NO_E_Balance,2,2,uniform,NO_Pump_Hydro_Open,2050
NO_Pump_Hydro_Open,2,2,uniform,NO_E_Balance,2050
NO_Hydro_Reservoir,2,2,uniform,NO_E_Balance,2050
ES_E_Balance,2,2,uniform,ES_E_Demand,2050
ES_E_ENS,2,2,uniform,ES_E_Demand,2050
ES_Wind_Onshore,2,2,uniform,ES_E_Balance,2050
ES_Wind_Offshore,2,2,uniform,ES_E_Balance,2050
ES_Solar,2,2,uniform,ES_E_Balance,2050
ES_Hydro,2,2,uniform,ES_E_Balance,2050
ES_Hydro_Reservoir,2,2,uniform,ES_E_Balance,2050
ES_Nuclear,2,2,uniform,ES_E_Balance,2050
ES_E_Balance,2,2,uniform,ES_Battery,2050
ES_Battery,2,2,uniform,ES_E_Balance,2050
ES_E_Balance,2,2,uniform,ES_Pump_Hydro_Closed,2050
ES_Pump_Hydro_Closed,2,2,uniform,ES_E_Balance,2050
ES_E_Balance,2,2,uniform,ES_Pump_Hydro_Open,2050
ES_Pump_Hydro_Open,2,2,uniform,ES_E_Balance,2050
ES_Gas,2,2,uniform,ES_E_Balance,2050
PT_E_Balance,2,2,uniform,PT_E_Demand,2050
PT_E_ENS,2,2,uniform,PT_E_Demand,2050
PT_Wind_Onshore,2,2,uniform,PT_E_Balance,2050
PT_Wind_Offshore,2,2,uniform,PT_E_Balance,2050
PT_Solar,2,2,uniform,PT_E_Balance,2050
PT_Hydro,2,2,uniform,PT_E_Balance,2050
PT_Hydro_Reservoir,2,2,uniform,PT_E_Balance,2050
PT_E_Balance,2,2,uniform,PT_Pump_Hydro_Open,2050
PT_Pump_Hydro_Open,2,2,uniform,PT_E_Balance,2050
PT_Gas,2,2,uniform,PT_E_Balance,2050
IT_E_Balance,2,2,uniform,IT_E_Demand,2050
IT_E_ENS,2,2,uniform,IT_E_Demand,2050
IT_Wind_Onshore,2,2,uniform,IT_E_Balance,2050
IT_Wind_Offshore,2,2,uniform,IT_E_Balance,2050
IT_Solar,2,2,uniform,IT_E_Balance,2050
IT_Hydro,2,2,uniform,IT_E_Balance,2050
IT_Hydro_Reservoir,2,2,uniform,IT_E_Balance,2050
IT_E_Balance,2,2,uniform,IT_Battery,2050
IT_Battery,2,2,uniform,IT_E_Balance,2050
IT_E_Balance,2,2,uniform,IT_Pump_Hydro_Closed,2050
IT_Pump_Hydro_Closed,2,2,uniform,IT_E_Balance,2050
IT_E_Balance,2,2,uniform,IT_Pump_Hydro_Open,2050
IT_Pump_Hydro_Open,2,2,uniform,IT_E_Balance,2050
IT_Gas,2,2,uniform,IT_E_Balance,2050
IT_OCGT,2,2,uniform,IT_E_Balance,2050
MT_E_Balance,2,2,uniform,MT_E_Demand,2050
MT_E_ENS,2,2,uniform,MT_E_Demand,2050
MT_Solar,2,2,uniform,MT_E_Balance,2050
MT_Gas,2,2,uniform,MT_E_Balance,2050
SI_E_Balance,2,2,uniform,SI_E_Demand,2050
SI_E_ENS,2,2,uniform,SI_E_Demand,2050
SI_Wind_Onshore,2,2,uniform,SI_E_Balance,2050
SI_Wind_Offshore,2,2,uniform,SI_E_Balance,2050
SI_Solar,2,2,uniform,SI_E_Balance,2050
SI_Hydro,2,2,uniform,SI_E_Balance,2050
SI_Nuclear,2,2,uniform,SI_E_Balance,2050
SI_E_Balance,2,2,uniform,SI_Battery,2050
SI_Battery,2,2,uniform,SI_E_Balance,2050
SI_E_Balance,2,2,uniform,SI_Pump_Hydro_Closed,2050
SI_Pump_Hydro_Closed,2,2,uniform,SI_E_Balance,2050
SI_Coal,2,2,uniform,SI_E_Balance,2050
SI_Gas,2,2,uniform,SI_E_Balance,2050
SI_OCGT,2,2,uniform,SI_E_Balance,2050
HU_E_Balance,2,2,uniform,HU_E_Demand,2050
HU_E_ENS,2,2,uniform,HU_E_Demand,2050
HU_Wind_Onshore,2,2,uniform,HU_E_Balance,2050
HU_Solar,2,2,uniform,HU_E_Balance,2050
HU_Hydro,2,2,uniform,HU_E_Balance,2050
HU_Nuclear,2,2,uniform,HU_E_Balance,2050
HU_E_Balance,2,2,uniform,HU_Battery,2050
HU_Battery,2,2,uniform,HU_E_Balance,2050
HU_Gas,2,2,uniform,HU_E_Balance,2050
HU_OCGT,2,2,uniform,HU_E_Balance,2050
SK_E_Balance,2,2,uniform,SK_E_Demand,2050
SK_E_ENS,2,2,uniform,SK_E_Demand,2050
SK_Wind_Onshore,2,2,uniform,SK_E_Balance,2050
SK_Solar,2,2,uniform,SK_E_Balance,2050
SK_Hydro,2,2,uniform,SK_E_Balance,2050
SK_Hydro_Reservoir,2,2,uniform,SK_E_Balance,2050
SK_Nuclear,2,2,uniform,SK_E_Balance,2050
SK_E_Balance,2,2,uniform,SK_Pump_Hydro_Closed,2050
SK_Pump_Hydro_Closed,2,2,uniform,SK_E_Balance,2050
SK_E_Balance,2,2,uniform,SK_Pump_Hydro_Open,2050
SK_Pump_Hydro_Open,2,2,uniform,SK_E_Balance,2050
SK_Coal,2,2,uniform,SK_E_Balance,2050
SK_Gas,2,2,uniform,SK_E_Balance,2050
LT_E_Balance,2,2,uniform,LT_E_Demand,2050
LT_E_ENS,2,2,uniform,LT_E_Demand,2050
LT_Wind_Onshore,2,2,uniform,LT_E_Balance,2050
LT_Wind_Offshore,2,2,uniform,LT_E_Balance,2050
LT_Solar,2,2,uniform,LT_E_Balance,2050
LT_Hydro,2,2,uniform,LT_E_Balance,2050
LT_E_Balance,2,2,uniform,LT_Battery,2050
LT_Battery,2,2,uniform,LT_E_Balance,2050
LT_E_Balance,2,2,uniform,LT_Pump_Hydro_Closed,2050
LT_Pump_Hydro_Closed,2,2,uniform,LT_E_Balance,2050
LT_Gas,2,2,uniform,LT_E_Balance,2050
LV_E_Balance,2,2,uniform,LV_E_Demand,2050
LV_E_ENS,2,2,uniform,LV_E_Demand,2050
LV_Wind_Onshore,2,2,uniform,LV_E_Balance,2050
LV_Wind_Offshore,2,2,uniform,LV_E_Balance,2050
LV_Solar,2,2,uniform,LV_E_Balance,2050
LV_Hydro,2,2,uniform,LV_E_Balance,2050
LV_Gas,2,2,uniform,LV_E_Balance,2050
EE_E_Balance,2,2,uniform,EE_E_Demand,2050
EE_E_ENS,2,2,uniform,EE_E_Demand,2050
EE_Wind_Onshore,2,2,uniform,EE_E_Balance,2050
EE_Wind_Offshore,2,2,uniform,EE_E_Balance,2050
EE_Solar,2,2,uniform,EE_E_Balance,2050
FI_E_Balance,2,2,uniform,FI_E_Demand,2050
FI_E_ENS,2,2,uniform,FI_E_Demand,2050
FI_Wind_Onshore,2,2,uniform,FI_E_Balance,2050
FI_Wind_Offshore,2,2,uniform,FI_E_Balance,2050
FI_Solar,2,2,uniform,FI_E_Balance,2050
FI_Hydro_Reservoir,2,2,uniform,FI_E_Balance,2050
FI_Nuclear,2,2,uniform,FI_E_Balance,2050
FI_E_Balance,2,2,uniform,FI_Battery,2050
FI_Battery,2,2,uniform,FI_E_Balance,2050
FI_Gas,2,2,uniform,FI_E_Balance,2050
FI_OCGT,2,2,uniform,FI_E_Balance,2050
HR_E_Balance,2,2,uniform,HR_E_Demand,2050
HR_E_ENS,2,2,uniform,HR_E_Demand,2050
HR_Wind_Onshore,2,2,uniform,HR_E_Balance,2050
HR_Wind_Offshore,2,2,uniform,HR_E_Balance,2050
HR_Solar,2,2,uniform,HR_E_Balance,2050
HR_Hydro,2,2,uniform,HR_E_Balance,2050
HR_Hydro_Reservoir,2,2,uniform,HR_E_Balance,2050
HR_E_Balance,2,2,uniform,HR_Battery,2050
HR_Battery,2,2,uniform,HR_E_Balance,2050
HR_E_Balance,2,2,uniform,HR_Pump_Hydro_Open,2050
HR_Pump_Hydro_Open,2,2,uniform,HR_E_Balance,2050
HR_Coal,2,2,uniform,HR_E_Balance,2050
HR_Gas,2,2,uniform,HR_E_Balance,2050
GR_E_Balance,2,2,uniform,GR_E_Demand,2050
GR_E_ENS,2,2,uniform,GR_E_Demand,2050
GR_Wind_Onshore,2,2,uniform,GR_E_Balance,2050
GR_Wind_Offshore,2,2,uniform,GR_E_Balance,2050
GR_Solar,2,2,uniform,GR_E_Balance,2050
GR_Hydro,2,2,uniform,GR_E_Balance,2050
GR_Hydro_Reservoir,2,2,uniform,GR_E_Balance,2050
GR_E_Balance,2,2,uniform,GR_Battery,2050
GR_Battery,2,2,uniform,GR_E_Balance,2050
GR_E_Balance,2,2,uniform,GR_Pump_Hydro_Closed,2050
GR_Pump_Hydro_Closed,2,2,uniform,GR_E_Balance,2050
GR_E_Balance,2,2,uniform,GR_Pump_Hydro_Open,2050
GR_Pump_Hydro_Open,2,2,uniform,GR_E_Balance,2050
GR_Gas,2,2,uniform,GR_E_Balance,2050
GR_OCGT,2,2,uniform,GR_E_Balance,2050
BG_E_Balance,2,2,uniform,BG_E_Demand,2050
BG_E_ENS,2,2,uniform,BG_E_Demand,2050
BG_Wind_Onshore,2,2,uniform,BG_E_Balance,2050
BG_Solar,2,2,uniform,BG_E_Balance,2050
BG_Hydro,2,2,uniform,BG_E_Balance,2050
BG_Hydro_Reservoir,2,2,uniform,BG_E_Balance,2050
BG_Nuclear,2,2,uniform,BG_E_Balance,2050
BG_E_Balance,2,2,uniform,BG_Pump_Hydro_Closed,2050
BG_Pump_Hydro_Closed,2,2,uniform,BG_E_Balance,2050
BG_E_Balance,2,2,uniform,BG_Pump_Hydro_Open,2050
BG_Pump_Hydro_Open,2,2,uniform,BG_E_Balance,2050
BG_Coal,2,2,uniform,BG_E_Balance,2050
BG_Gas,2,2,uniform,BG_E_Balance,2050
BG_OCGT,2,2,uniform,BG_E_Balance,2050
RO_E_Balance,2,2,uniform,RO_E_Demand,2050
RO_E_ENS,2,2,uniform,RO_E_Demand,2050
RO_Wind_Onshore,2,2,uniform,RO_E_Balance,2050
RO_Wind_Offshore,2,2,uniform,RO_E_Balance,2050
RO_Solar,2,2,uniform,RO_E_Balance,2050
RO_Hydro,2,2,uniform,RO_E_Balance,2050
RO_Hydro_Reservoir,2,2,uniform,RO_E_Balance,2050
RO_Nuclear,2,2,uniform,RO_E_Balance,2050
RO_E_Balance,2,2,uniform,RO_Battery,2050
RO_Battery,2,2,uniform,RO_E_Balance,2050
RO_E_Balance,2,2,uniform,RO_Pump_Hydro_Open,2050
RO_Pump_Hydro_Open,2,2,uniform,RO_E_Balance,2050
RO_Coal,2,2,uniform,RO_E_Balance,2050
RO_Gas,2,2,uniform,RO_E_Balance,2050
RO_OCGT,2,2,uniform,RO_E_Balance,2050
CY_E_Balance,2,2,uniform,CY_E_Demand,2050
CY_E_ENS,2,2,uniform,CY_E_Demand,2050
CY_Wind_Onshore,2,2,uniform,CY_E_Balance,2050
CY_Solar,2,2,uniform,CY_E_Balance,2050
CY_E_Balance,2,2,uniform,CY_Battery,2050
CY_Battery,2,2,uniform,CY_E_Balance,2050
CY_Gas,2,2,uniform,CY_E_Balance,2050
DK_Battery,2,2,uniform,DK_E_Balance,2050
BG_Battery,2,2,uniform,BG_E_Balance,2050
FR_Battery,2,2,uniform,FR_E_Balance,2050
LV_Battery,2,2,uniform,LV_E_Balance,2050
PT_Battery,2,2,uniform,PT_E_Balance,2050
SK_Battery,2,2,uniform,SK_E_Balance,2050
OBZLL_Wind_Offshore,2,2,uniform,OBZLL_E_Balance,2050
NL_E_Balance,2,2,uniform,NL_electrolyzer,2050
NL_electrolyzer,2,2,uniform,NL_H_Demand,2050
EU_SMR_CCS,2,2,uniform,NL_H_Demand,2050
BE_E_Balance,2,2,uniform,BE_electrolyzer,2050
BE_electrolyzer,2,2,uniform,BE_H_Demand,2050
EU_SMR_CCS,2,2,uniform,BE_H_Demand,2050
DE_E_Balance,2,2,uniform,DE_electrolyzer,2050
DE_electrolyzer,2,2,uniform,DE_H_Demand,2050
EU_SMR_CCS,2,2,uniform,DE_H_Demand,2050
FR_E_Balance,2,2,uniform,FR_electrolyzer,2050
FR_electrolyzer,2,2,uniform,FR_H_Demand,2050
EU_SMR_CCS,2,2,uniform,FR_H_Demand,2050
DK_E_Balance,2,2,uniform,DK_electrolyzer,2050
DK_electrolyzer,2,2,uniform,DK_H_Demand,2050
EU_SMR_CCS,2,2,uniform,DK_H_Demand,2050
UK_E_Balance,2,2,uniform,UK_electrolyzer,2050
UK_electrolyzer,2,2,uniform,UK_H_Demand,2050
EU_SMR_CCS,2,2,uniform,UK_H_Demand,2050
IE_E_Balance,2,2,uniform,IE_electrolyzer,2050
IE_electrolyzer,2,2,uniform,IE_H_Demand,2050
EU_SMR_CCS,2,2,uniform,IE_H_Demand,2050
CH_E_Balance,2,2,uniform,CH_electrolyzer,2050
CH_electrolyzer,2,2,uniform,CH_H_Demand,2050
EU_SMR_CCS,2,2,uniform,CH_H_Demand,2050
AT_E_Balance,2,2,uniform,AT_electrolyzer,2050
AT_electrolyzer,2,2,uniform,AT_H_Demand,2050
EU_SMR_CCS,2,2,uniform,AT_H_Demand,2050
LU_E_Balance,2,2,uniform,LU_electrolyzer,2050
LU_electrolyzer,2,2,uniform,LU_H_Demand,2050
EU_SMR_CCS,2,2,uniform,LU_H_Demand,2050
CZ_E_Balance,2,2,uniform,CZ_electrolyzer,2050
CZ_electrolyzer,2,2,uniform,CZ_H_Demand,2050
EU_SMR_CCS,2,2,uniform,CZ_H_Demand,2050
PL_E_Balance,2,2,uniform,PL_electrolyzer,2050
PL_electrolyzer,2,2,uniform,PL_H_Demand,2050
EU_SMR_CCS,2,2,uniform,PL_H_Demand,2050
SE_E_Balance,2,2,uniform,SE_electrolyzer,2050
SE_electrolyzer,2,2,uniform,SE_H_Demand,2050
EU_SMR_CCS,2,2,uniform,SE_H_Demand,2050
NO_E_Balance,2,2,uniform,NO_electrolyzer,2050
NO_electrolyzer,2,2,uniform,NO_H_Demand,2050
EU_SMR_CCS,2,2,uniform,NO_H_Demand,2050
ES_E_Balance,2,2,uniform,ES_electrolyzer,2050
ES_electrolyzer,2,2,uniform,ES_H_Demand,2050
EU_SMR_CCS,2,2,uniform,ES_H_Demand,2050
PT_E_Balance,2,2,uniform,PT_electrolyzer,2050
PT_electrolyzer,2,2,uniform,PT_H_Demand,2050
EU_SMR_CCS,2,2,uniform,PT_H_Demand,2050
IT_E_Balance,2,2,uniform,IT_electrolyzer,2050
IT_electrolyzer,2,2,uniform,IT_H_Demand,2050
EU_SMR_CCS,2,2,uniform,IT_H_Demand,2050
MT_E_Balance,2,2,uniform,MT_electrolyzer,2050
MT_electrolyzer,2,2,uniform,MT_H_Demand,2050
EU_SMR_CCS,2,2,uniform,MT_H_Demand,2050
SI_E_Balance,2,2,uniform,SI_electrolyzer,2050
SI_electrolyzer,2,2,uniform,SI_H_Demand,2050
EU_SMR_CCS,2,2,uniform,SI_H_Demand,2050
HU_E_Balance,2,2,uniform,HU_electrolyzer,2050
HU_electrolyzer,2,2,uniform,HU_H_Demand,2050
EU_SMR_CCS,2,2,uniform,HU_H_Demand,2050
SK_E_Balance,2,2,uniform,SK_electrolyzer,2050
SK_electrolyzer,2,2,uniform,SK_H_Demand,2050
EU_SMR_CCS,2,2,uniform,SK_H_Demand,2050
LT_E_Balance,2,2,uniform,LT_electrolyzer,2050
LT_electrolyzer,2,2,uniform,LT_H_Demand,2050
EU_SMR_CCS,2,2,uniform,LT_H_Demand,2050
LV_E_Balance,2,2,uniform,LV_electrolyzer,2050
LV_electrolyzer,2,2,uniform,LV_H_Demand,2050
EU_SMR_CCS,2,2,uniform,LV_H_Demand,2050
EE_E_Balance,2,2,uniform,EE_electrolyzer,2050
EE_electrolyzer,2,2,uniform,EE_H_Demand,2050
EU_SMR_CCS,2,2,uniform,EE_H_Demand,2050
FI_E_Balance,2,2,uniform,FI_electrolyzer,2050
FI_electrolyzer,2,2,uniform,FI_H_Demand,2050
EU_SMR_CCS,2,2,uniform,FI_H_Demand,2050
HR_E_Balance,2,2,uniform,HR_electrolyzer,2050
HR_electrolyzer,2,2,uniform,HR_H_Demand,2050
